SAMPLEID,SC1,SC1_1,SC2,SC2A,SC3,SC3A,SC7,SC8_1,SC8_2,SC9,SC19,SC20,SC20A,SC20_1,SC20_2,SC20_3,SC21,SC22,SC23,SC24,SC25,SC25A,SC26,SC26A,SC26B,SC27A,SC27B,SC27C,SC27D,SC27E,SC27F,SC28,SC29,SC29A,SC30,SC31,SC32,SC33,SC33_1,SC33_2,SC33_3,SC34,SC35
3202000999-01,47,1,26,4,2,5,1,3,3,4,1,5,1,5,5,5,1,1,1,5,1,1,1,,,1,1,5,5,5,5,1,1,,5,5,5,5,1,,,5,1
3202001000-01,46,1,2,4,1,,3,5,4,4,1,5,5,5,5,5,1,1,5,5,1,5,5,5,1,1,1,1,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5
3203001001-01,18,1,6,3,5,5,2,3,2,3,1,1,,1,5,5,1,1,5,5,5,,5,5,5,5,1,5,5,5,5,1,5,5,5,5,8,5,5,5,5,5,5
3203001002-01,53,1,25,4,1,,2,3,3,2,1,5,5,5,5,5,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3203001003-01,25,2,1,4,1,,3,3,3,3,1,1,,5,5,5,5,5,5,5,5,,5,5,5,1,5,5,1,5,1,1,5,5,5,5,5,5,5,5,5,5,5
3203001004-01,79,2,50,4,4,5,3,3,3,3,1,5,5,5,5,5,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3203001005-01,49,2,20,4,4,5,3,3,3,3,1,5,5,5,5,5,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8,8,5,5,5,5,5
3203001006-01,58,2,2,3,4,5,3,3,3,3,1,5,5,5,5,5,5,1,5,5,5,,1,,,5,5,5,5,5,1,1,1,,5,5,5,5,5,5,5,5,5
3203001007-01,33,1,5,3,5,5,1,4,3,4,1,1,,1,1,,1,1,1,5,1,5,5,1,,1,1,1,5,1,5,1,1,,5,5,5,1,1,,,5,1
3203001008-01,35,2,20,4,5,5,3,3,3,3,1,5,5,5,5,5,5,5,5,5,5,,5,5,5,1,1,1,5,1,5,1,5,1,1,5,5,5,5,5,5,5,5
3203001009-01,52,1,23,4,1,,1,4,4,4,1,5,5,5,5,5,1,1,1,5,1,1,5,5,5,5,5,1,5,1,5,1,5,1,1,5,5,5,5,5,1,5,1
3203001010-01,46,1,8,4,1,,3,4,1,2,1,1,,1,1,,1,1,1,5,1,1,1,,,5,5,5,5,1,5,1,1,,5,1,1,1,1,,,5,1
3203001011-01,40,1,2,4,1,,3,4,3,3,1,5,5,5,5,5,1,1,1,5,5,,1,,,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5
3203001012-01,48,1,26,4,1,,3,1,3,3,1,5,5,5,5,5,5,5,5,5,5,,5,5,5,1,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5
3203001013-01,42,1,5,4,1,,3,3,3,4,1,5,5,5,5,5,5,1,5,5,5,,5,5,5,5,5,1,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5
3203001015-01,25,2,25,4,5,5,3,4,3,2,1,5,5,5,5,5,5,5,5,5,5,,5,5,5,1,1,5,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5
3203001016-01,29,2,1,4,5,1,1,3,3,2,1,5,5,5,5,5,1,1,1,5,1,5,5,5,5,5,5,5,5,5,1,1,5,5,5,5,5,5,5,5,5,5,5
3203001016-02,50,1,15,4,1,,1,3,3,3,1,5,5,5,5,5,5,1,1,5,1,5,5,5,1,5,5,1,5,1,5,1,5,5,5,5,5,5,5,5,5,5,5
3203001017-01,52,2,22,4,1,,3,4,4,2,1,1,,5,5,5,1,1,1,5,1,5,1,,,1,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5
3203001018-01,35,2,12,4,1,,3,3,4,4,1,1,,5,1,,1,1,1,5,1,1,1,,,1,5,5,1,1,5,1,5,1,5,5,5,1,5,5,5,5,5
3203001020-01,19,2,10,4,5,5,3,2,2,3,1,5,5,5,5,5,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3203001021-01,54,1,1,4,1,,3,1,1,3,1,1,,5,5,5,5,5,5,5,5,,1,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3203001022-01,52,1,26,4,1,,1,4,3,3,1,5,5,5,1,,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3203001023-01,63,1,35,4,1,,1,3,3,4,1,1,,5,5,5,1,1,1,5,5,,1,,,1,5,5,1,1,1,1,1,,1,5,5,5,5,5,5,5,5
3203001023-02,57,2,48,4,1,,1,4,4,4,1,5,5,5,5,5,1,1,1,5,1,1,1,,,1,5,5,5,5,5,1,5,5,1,5,5,5,5,5,5,1,5
3203001025-01,41,1,16,4,1,,3,3,3,3,1,5,5,5,1,,5,5,5,5,5,,5,5,5,1,5,1,5,5,5,1,5,5,5,5,5,5,1,,,5,5
3203001026-01,29,1,3,3,5,5,3,2,3,3,1,5,5,5,5,5,1,1,1,5,1,1,1,,,5,5,5,5,5,5,5,1,,5,5,5,5,1,,,5,5
3203001027-01,57,2,3,4,2,5,1,4,3,2,1,5,5,1,1,,1,1,5,5,1,5,1,,,5,5,5,5,5,5,5,5,1,5,5,1,5,1,,,5,1
3203001028-01,44,2,2,4,5,5,2,4,2,3,1,1,,5,5,5,1,1,1,5,1,5,1,,,5,5,5,5,1,5,1,1,,5,5,5,5,5,5,1,5,5
3203001029-01,56,2,10,4,1,,2,2,2,1,1,5,5,1,5,5,1,1,1,5,1,5,1,,,5,5,5,5,5,5,5,5,5,5,5,1,1,1,,,5,5
3203001029-02,58,1,6,3,1,,2,1,3,1,1,5,5,5,5,5,1,5,5,5,5,,1,,,5,5,5,5,5,5,5,5,5,5,5,1,1,1,,,5,5
3203001030-01,42,2,10,4,1,,3,2,1,4,1,5,5,5,5,5,1,1,5,5,5,,1,,,1,5,5,5,5,5,1,1,,5,5,5,5,5,5,5,5,5
3203001032-01,55,2,34,4,1,,3,4,3,5,1,5,5,1,1,,1,1,1,5,1,1,1,,,5,5,1,5,5,5,1,5,5,5,8,8,8,8,5,5,5,5
3203001033-01,32,1,2,4,5,1,1,1,4,3,1,5,5,1,1,,5,5,5,5,1,1,1,,,1,5,5,5,5,5,1,1,,5,5,1,1,1,,,5,1
3203001033-02,33,2,30,3,2,1,1,5,3,3,1,1,,5,5,5,1,1,5,5,5,,1,,,1,1,1,1,1,5,1,5,5,1,5,5,5,1,,,1,1
3203001035-01,64,1,30,4,1,,3,3,2,3,1,5,5,5,5,5,5,5,5,5,5,,5,5,5,1,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5
3203001035-02,48,2,25,4,1,,3,3,3,3,1,1,,1,1,,1,1,5,5,1,5,5,5,5,5,1,5,5,1,5,1,5,5,5,8,5,8,1,,,5,1
3203001036-01,20,1,10,4,5,5,3,2,1,3,1,5,5,5,5,5,5,5,5,5,5,,5,5,5,1,5,5,1,1,5,1,1,,5,5,5,5,5,5,5,5,5
3203001037-01,22,1,2,4,5,5,1,4,3,2,1,5,5,5,5,1,1,1,1,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8,1,5,5,5,5,5,1
3203001038-01,38,1,2,4,1,,2,4,3,3,1,5,5,5,5,5,1,5,5,5,5,,5,5,5,5,5,5,5,1,5,1,5,5,5,8,5,5,5,5,5,5,5
3203001040-01,48,2,23,4,1,,1,3,3,3,1,1,,1,5,5,1,1,1,5,1,5,1,,,1,1,5,1,5,5,1,5,5,5,5,5,5,1,,,5,5
3203001041-01,19,1,16,4,5,5,3,1,1,3,1,5,5,1,5,5,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3203001042-01,47,2,10,4,5,5,1,2,2,3,1,5,5,5,5,5,5,5,5,5,5,,5,5,5,5,5,1,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5
3203001043-01,22,2,5,3,5,1,3,3,3,4,1,5,5,5,5,5,1,1,5,5,5,,5,5,5,1,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5
3203001044-01,41,2,2,4,5,5,2,4,4,4,1,5,5,5,5,5,1,1,5,5,1,5,1,,,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,1
3203001045-01,53,2,13,4,5,5,3,4,2,1,1,5,5,5,5,5,1,1,5,5,5,,1,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3203001046-01,62,2,30,4,1,,2,4,4,4,1,5,5,5,5,5,1,1,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5
3203001047-01,51,1,26,4,1,,2,4,1,3,1,5,5,5,5,5,5,5,1,5,5,,5,5,5,1,5,5,5,1,5,1,5,5,5,5,5,5,5,5,5,5,5
3203001048-01,40,1,10,4,1,,2,3,3,3,1,5,5,5,5,5,5,5,5,5,5,,5,5,5,5,5,1,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5
3203001049-01,42,1,7,3,2,5,3,4,3,3,1,5,5,5,5,5,1,5,5,5,5,,5,5,5,1,5,1,1,1,5,1,5,5,5,8,5,5,5,5,5,5,5
3203001050-01,21,1,14,4,5,5,3,1,1,1,1,5,5,5,5,5,5,1,1,5,5,,5,5,5,5,5,5,5,1,5,1,5,1,5,5,5,5,5,5,5,5,5
3203001051-01,82,2,47,4,4,5,3,4,3,1,1,5,5,5,5,5,1,5,5,5,8,,1,,,5,5,5,5,5,1,1,1,,5,5,5,5,5,5,5,5,5
3203001053-01,19,2,19,4,5,5,3,2,2,2,1,5,5,5,5,5,5,5,5,5,5,,1,,,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5
3203001054-01,28,2,19,1,5,5,3,4,4,2,1,1,,5,5,5,1,1,1,5,8,,1,,,1,5,1,1,1,5,1,1,,1,1,1,5,5,5,5,1,1
3203001057-01,69,1,5,4,1,,1,4,3,3,1,5,5,5,5,5,5,5,5,5,5,,5,5,5,5,5,5,5,1,5,1,5,5,5,5,5,5,1,,,5,1
3203001061-01,32,2,2,4,5,5,3,4,3,3,1,5,5,5,5,5,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,8,8,8,5,5,5,5,5
3203001062-01,74,2,20,4,5,5,3,4,2,5,1,1,,5,5,5,1,1,1,5,5,,5,5,5,5,5,5,5,1,5,1,5,5,5,5,5,5,5,5,5,1,5
3203001063-01,37,2,2,4,5,1,3,2,2,3,1,5,5,5,5,5,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,8,5,5,5,5,5,5,1
3203001064-01,36,2,18,4,4,1,2,3,3,1,1,1,,5,5,5,1,1,1,5,1,1,5,5,5,1,1,5,5,1,8,1,5,5,5,5,5,5,5,5,5,5,5
3203001065-01,54,2,25,4,4,1,1,5,3,1,1,5,5,5,5,5,1,1,1,1,1,5,1,,,1,1,5,5,1,1,1,5,5,5,5,5,5,5,5,5,1,5
3203001066-01,24,2,13,4,5,5,2,3,3,2,1,1,,5,5,5,5,5,5,5,1,5,1,,,1,5,5,1,1,5,1,5,5,5,5,5,5,5,5,5,5,1
3203001067-01,47,2,12,4,1,,3,3,1,2,1,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5
3203001068-01,44,2,11,4,1,,2,1,1,1,1,5,5,5,5,5,5,5,5,5,5,,5,5,5,5,1,1,5,5,5,1,5,5,5,1,5,5,5,5,5,5,5
3203001069-01,23,1,3,4,1,,2,3,3,3,1,5,5,1,1,,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,,,5,5
3203001070-01,28,1,4,4,1,,3,3,2,4,1,5,5,5,5,5,1,1,1,5,1,5,5,1,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3203001071-01,36,1,12,4,1,,2,1,1,2,1,5,5,5,5,5,1,1,5,5,5,,5,5,5,5,5,1,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5
3203001071-02,27,2,12,4,1,,3,4,3,4,1,1,,5,5,5,1,1,1,5,5,,1,,,5,5,5,5,5,5,5,5,5,5,8,8,5,5,5,5,5,5
3203001072-01,57,1,20,4,3,5,1,3,3,4,1,5,5,1,5,5,1,5,5,5,1,5,5,5,5,5,5,1,5,1,5,1,5,5,5,1,5,5,5,5,5,5,5
3203001073-01,48,2,14,4,3,5,2,1,1,3,1,5,5,5,5,5,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3203001074-01,46,2,15,4,3,5,2,5,1,5,1,5,5,5,5,5,1,1,5,5,5,,5,5,5,1,5,5,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5
3203001075-01,39,2,13,4,1,,1,3,8,4,1,1,,5,5,1,1,1,1,5,1,5,1,,,1,1,5,5,1,1,1,5,5,5,5,5,5,5,5,5,1,1
3203001076-01,69,2,34,4,5,5,2,5,4,4,1,1,,5,5,5,1,1,1,5,1,1,5,5,1,1,1,1,1,5,5,1,1,,1,5,5,5,5,5,5,5,5
3203001078-01,42,2,18,4,1,,1,1,1,3,1,1,,5,5,5,5,1,5,5,5,,5,5,5,1,1,5,1,1,5,1,5,1,5,5,5,5,5,5,5,5,5
3203001078-02,46,1,46,4,1,,1,3,3,3,1,1,,5,5,5,5,5,5,5,5,,5,5,5,5,1,1,1,5,1,1,5,1,1,5,5,5,5,5,5,5,5
3203001079-01,34,2,8,3,5,1,1,4,4,3,1,1,,1,1,,1,1,1,1,1,1,1,,,1,1,1,5,1,1,1,1,,1,1,5,1,5,5,5,1,5
3203001080-01,50,1,29,4,2,5,3,1,1,3,1,5,5,5,5,5,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,8,8,5,5,5,5,5,5
3203001081-01,47,1,25,4,1,,3,3,3,3,1,1,,5,5,5,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,1,5,1,5,5,5,5,5,5,5
3203001081-02,46,2,21,4,1,,3,4,3,3,1,5,1,5,5,5,1,1,1,5,1,5,1,,,1,5,5,1,1,1,1,1,,1,5,5,1,5,5,5,1,1
3203001082-01,57,1,25,4,1,,2,4,3,5,1,5,5,5,5,5,5,1,5,5,5,,1,,,5,5,1,1,1,1,1,5,1,5,5,5,5,5,5,5,5,5
3203001082-02,56,2,22,4,1,,1,4,4,2,1,5,5,1,5,5,1,1,1,5,5,,5,5,5,1,5,5,1,1,5,1,5,1,1,5,5,5,5,5,5,5,5
3203001083-01,36,1,2,4,1,,3,1,1,3,1,5,5,1,1,,5,5,5,5,5,,5,5,5,5,5,1,5,5,5,1,5,1,5,5,5,5,5,5,5,5,5
3203001084-01,46,1,6,4,1,,3,1,3,3,1,1,,5,5,5,1,5,5,5,5,,5,5,5,5,5,1,5,1,5,1,5,5,5,5,5,5,5,5,5,5,5
3203001085-01,51,2,35,4,1,,3,4,3,3,1,1,,5,5,5,1,1,1,5,5,,1,,,1,5,5,5,5,5,1,5,1,5,1,5,5,5,5,5,5,1
3203001086-01,21,1,21,4,5,5,3,1,3,2,1,5,5,5,1,,1,5,5,5,5,,5,5,5,1,5,5,5,1,5,1,5,5,5,5,5,5,5,5,5,5,5
3203001087-01,52,2,30,4,3,5,3,2,2,4,1,1,,5,5,5,1,5,5,5,5,,5,5,5,5,5,5,5,1,5,1,5,5,5,1,5,5,5,5,5,5,5
3203001088-01,31,2,30,4,2,5,2,5,5,3,1,1,,5,5,5,1,1,1,5,5,,1,,,1,1,1,1,1,5,1,1,,1,1,5,1,1,,,5,5
3203001089-01,51,2,12,4,2,5,1,5,3,1,1,5,5,5,1,,1,1,1,5,5,,1,,,5,5,5,5,5,5,5,5,5,5,5,5,8,5,5,5,5,5
3203001090-01,27,2,25,4,5,5,3,3,3,3,1,5,5,5,5,5,5,5,5,5,5,,5,5,5,5,5,5,1,5,5,1,5,5,1,5,5,5,1,,,5,5
3203001091-01,34,2,2,4,5,1,1,3,5,3,1,1,,1,1,,1,1,1,5,1,1,5,5,5,1,5,1,1,1,1,1,1,,1,5,8,8,8,8,8,9,8
3203001091-02,53,1,5,4,3,1,1,3,3,2,1,5,5,1,1,,1,1,5,5,5,,1,,,1,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5
3203001092-01,52,2,2,3,1,,2,4,3,3,1,1,,1,1,,1,1,1,5,1,5,5,5,1,5,1,5,1,1,1,1,5,5,5,8,5,5,5,5,5,5,5
3203001093-01,48,1,4,4,1,,3,3,2,3,1,5,5,5,5,5,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3203001093-02,43,2,3,4,1,,3,2,1,3,1,1,,5,5,5,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3203001094-01,66,1,15,4,1,,1,3,3,3,1,5,5,5,1,,1,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3203001095-01,43,2,18,4,2,5,2,2,2,2,1,5,5,1,5,5,1,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3203001097-01,53,2,2,4,1,,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,,5,5,5,1,5,5,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5
3203001099-01,71,2,35,4,1,,1,2,2,3,1,5,5,5,5,5,1,1,1,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3203001100-01,46,2,11,4,1,,1,2,1,3,1,1,,5,5,5,1,1,5,5,1,5,1,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3203001101-01,80,2,45,4,3,5,2,2,2,3,1,5,5,5,5,5,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8,8
3203001102-01,31,2,4,3,1,,3,1,1,3,1,1,,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3203001103-01,27,1,1,4,5,5,3,1,1,3,1,5,5,1,5,5,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5
3203001104-01,58,2,5,4,1,,3,4,4,4,1,5,5,5,1,,1,1,1,5,1,1,1,,,5,5,5,1,5,5,1,5,5,5,8,5,5,8,5,5,5,5
3203001106-01,49,1,1,4,2,5,1,5,4,4,1,5,5,5,5,5,1,1,5,5,1,5,1,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3203001107-01,20,1,20,4,5,5,1,4,4,3,1,5,5,5,5,5,5,5,5,5,5,,1,,,5,5,1,5,5,5,1,5,5,5,5,5,5,5,5,1,5,5
3203001108-01,37,1,4,4,1,,3,3,4,1,1,5,5,1,5,5,5,5,5,5,5,,5,5,5,5,5,5,5,1,1,1,5,5,5,5,5,1,5,5,5,5,5
3203001109-01,35,1,8,3,1,,3,3,2,3,1,5,5,5,5,5,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3203001111-01,39,2,8,4,5,5,3,4,3,4,1,5,5,5,5,5,1,1,5,5,5,,5,5,5,1,1,5,1,1,5,1,5,5,1,5,5,5,5,5,5,5,1
3203001112-01,40,2,34,4,2,5,1,3,3,3,1,5,5,5,5,5,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,1,,5,5,5,5,5,5,5,5,5
3203001113-01,47,2,12,4,3,5,3,1,1,3,1,5,5,5,5,5,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3203001114-01,34,2,5,4,5,1,3,4,2,3,1,5,5,5,5,5,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3203001115-01,18,2,18,4,5,5,3,2,2,1,1,5,5,5,5,5,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3203001116-01,45,2,8,4,5,5,3,3,3,3,1,5,5,5,5,5,5,5,5,5,5,,5,5,5,1,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5
3203001118-01,71,1,41,4,1,,3,3,3,3,1,5,5,5,5,5,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3203001119-01,71,1,23,4,1,,3,2,2,3,1,5,5,5,5,5,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3203001120-01,74,1,40,4,1,,3,2,2,4,1,5,5,5,5,5,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3203001122-01,25,1,4,4,1,,3,1,2,3,1,5,5,1,5,5,1,1,5,5,5,,5,5,1,1,1,5,5,1,5,1,1,,1,5,5,1,5,5,5,5,1
3203001122-02,24,2,5,4,5,1,3,4,1,3,1,5,5,5,5,1,5,5,5,5,5,,5,5,5,1,5,5,5,1,5,1,5,5,5,5,5,5,5,5,5,5,5
3203001123-01,36,2,13,4,1,,3,3,1,3,1,5,5,5,5,1,5,5,1,5,5,,1,,,1,5,1,5,5,1,1,5,1,5,5,5,1,5,5,5,5,5
3203001125-01,23,2,9,3,5,5,3,3,1,3,1,5,5,5,5,5,5,1,5,5,5,,5,5,5,5,5,1,5,5,5,1,5,1,5,5,5,5,5,5,5,5,5
3203001126-01,33,2,2,4,1,,3,5,5,2,1,5,5,5,5,5,1,1,5,5,5,,5,5,5,5,5,5,5,5,5,5,1,,5,5,5,5,5,5,5,5,5
3203001127-01,29,2,6,4,5,5,3,4,4,3,1,5,5,1,5,5,5,1,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3203001128-01,22,2,1,4,5,5,2,4,4,3,1,1,,1,1,,1,1,1,5,1,1,1,,,1,5,5,5,5,5,1,1,,5,5,5,5,5,5,1,5,5
3203001129-01,31,1,3,4,1,,3,2,2,1,1,5,5,5,5,5,1,1,5,5,5,,5,5,5,1,5,1,5,5,5,1,5,1,5,5,5,5,1,,,5,5
3203001131-01,42,1,12,4,1,,3,2,2,3,1,5,5,5,5,5,1,1,1,5,5,,1,,,5,1,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5
3203001132-01,43,1,2,3,1,,3,1,1,3,1,5,5,5,5,5,1,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3203001133-01,21,1,2,4,5,5,3,2,3,3,1,5,5,5,5,5,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3203001134-01,38,1,9,4,1,,3,2,2,2,1,5,5,5,5,5,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3203001135-01,46,2,10,4,5,1,3,4,4,2,1,1,,5,5,5,1,1,1,5,1,1,1,,,1,1,5,1,1,5,1,5,1,5,8,8,8,8,8,5,8,8
3203001137-01,37,2,10,4,1,,3,4,3,4,1,1,,5,5,5,1,1,1,5,5,,1,,,5,5,1,1,5,1,1,1,,5,5,5,5,5,5,5,5,5
3203001138-01,22,2,22,4,5,5,3,3,1,2,1,5,5,5,5,5,1,1,5,5,1,5,5,5,1,1,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5
3203001139-01,29,2,29,4,5,5,1,5,4,2,1,1,,1,5,5,1,1,1,5,1,5,1,,,1,1,1,5,1,1,1,5,1,1,1,1,1,1,,,5,5
3203001140-01,25,2,2,4,1,,2,3,3,2,1,1,,5,5,5,5,5,5,5,5,,5,5,5,1,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5
3203001141-01,51,1,25,4,1,,1,3,3,3,1,1,,5,5,5,5,5,5,5,5,,5,5,5,5,5,5,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5
3203001142-01,46,1,31,4,1,,2,3,3,3,1,5,5,5,5,5,5,5,5,5,5,,5,5,5,5,5,5,5,1,5,1,5,5,5,5,5,5,5,5,5,5,5
3203001142-02,43,2,25,4,1,,3,3,3,3,1,1,,5,5,5,5,1,5,5,5,,1,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3203001143-01,55,1,18,4,1,,1,4,3,3,1,5,5,5,1,,5,1,5,5,5,,1,,,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5
3203001143-02,50,2,17,4,5,1,3,4,4,2,1,1,,5,5,5,1,1,1,5,5,,1,,,1,5,5,5,1,5,1,5,5,5,5,5,5,5,5,5,5,5
3203001145-01,68,1,15,4,2,1,2,4,3,3,1,1,,5,5,5,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5
3203001146-01,61,1,24,4,1,,2,4,3,3,1,5,5,5,5,5,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3203001147-01,32,2,23,4,5,5,3,2,2,3,1,5,1,1,1,,1,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5
3203001149-01,38,2,25,4,3,5,2,4,4,4,1,5,1,5,1,,1,1,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5
3203001150-01,74,2,24,4,4,5,3,1,1,3,1,5,5,5,5,5,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3203001151-01,54,2,2,4,2,1,3,1,3,3,1,5,5,1,1,,5,1,5,5,5,,1,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3203001152-01,36,2,23,4,3,5,3,3,4,4,1,5,5,1,1,,1,1,1,5,1,5,5,5,1,5,5,5,5,5,5,5,1,,5,5,5,5,5,1,,5,5
3203001153-01,23,1,2,4,5,1,3,2,1,1,1,5,5,5,1,,5,1,1,5,1,5,5,1,,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5
3203001154-01,53,1,23,4,1,,3,4,3,4,1,5,5,5,5,5,1,1,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3203001155-01,32,1,1,4,1,,3,4,3,3,1,5,5,5,5,5,5,1,5,5,5,,1,,,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5
3203001156-01,39,2,1,3,2,5,3,1,1,3,1,5,5,1,5,5,1,1,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,1,5,1,5,5,5,5,5,5,5
3203001158-01,51,1,6,4,5,1,2,1,1,3,1,5,5,5,5,5,1,5,5,5,5,,5,5,5,5,5,5,5,1,5,1,5,5,5,5,5,5,5,5,5,5,5
3203001159-01,58,2,18,3,3,5,3,3,2,1,1,1,,5,5,5,1,1,1,5,5,,1,,,5,5,5,5,1,1,1,1,,5,5,5,5,5,5,5,1,5
3203001160-01,38,2,1,4,1,,2,4,1,4,1,1,,1,5,1,1,1,1,5,1,1,1,,,1,1,5,1,1,1,1,5,1,1,8,5,5,5,5,5,5,5
3203001160-02,41,1,1,4,1,,1,3,3,3,1,5,5,5,5,5,1,1,5,5,1,5,1,,,1,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5
